timestamp,mode,frame_id,event,meas_count,track_count,valid_count,track_ids,valid_ids,master_id,track_id,meas_idx,meas_az,meas_el,pred_az,pred_el,cost,thresh,uncertainty,p_az,p_el,hit_streak,time_since_update,r_az,r_el,q_pos,q_vel,cmd_az,cmd_el,gimbal_az,gimbal_el
1779551948.877247,static_single,67,TRACK_SUMMARY,1,1,1,1,1,1,,,,,,,,,,,,68,0,,,,,,,0.020506,0.046566
1779551948.955377,static_single,68,MATCH_ACCEPT,1,,,,,,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.835492,0.790328,0.422345,0.202273,68,1,1.102500,0.275625,0.050000,0.200000,,,,
1779551948.954627,static_single,68,TRACK_SUMMARY,1,1,1,1,1,1,,,,,,,,,,,,69,0,,,,,,,0.055916,0.050483
1779551949.017396,static_single,69,MATCH_ACCEPT,1,,,,,,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.824829,0.783220,0.415789,0.197644,69,1,1.102500,0.275625,0.050000,0.200000,,,,
1779551949.017396,static_single,69,TRACK_SUMMARY,1,1,1,1,1,1,,,,,,,,,,,,70,0,,,,,,,0.055916,0.050483
1779551949.078317,static_single,70,MATCH_ACCEPT,1,,,,,,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.814950,0.776634,0.409144,0.194016,70,1,1.102500,0.275625,0.050000,0.200000,,,,
1779551949.078317,static_single,70,TRACK_SUMMARY,1,1,1,1,1,1,,,,,,,,,,,,71,0,,,,,,,359.961048,0.094912
1779551949.154915,static_single,71,MATCH_ACCEPT,1,,,,,,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.834560,0.789706,0.421837,0.201800,71,1,1.102500,0.275625,0.050000,0.200000,,,,
1779551949.154915,static_single,71,TRACK_SUMMARY,1,1,1,1,1,1,,,,,,,,,,,,72,0,,,,,,,359.961048,0.094912
1779551949.216231,static_single,72,MATCH_ACCEPT,1,,,,,,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.821786,0.781191,0.413777,0.196482,72,1,1.102500,0.275625,0.050000,0.200000,,,,
1779551949.216231,static_single,72,TRACK_SUMMARY,1,1,1,1,1,1,,,,,,,,,,,,73,0,,,,,,,359.913754,-0.059788
1779551949.278119,static_single,73,MATCH_ACCEPT,1,,,,,,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.814571,0.776381,0.408784,0.193983,73,1,1.102500,0.275625,0.050000,0.200000,,,,
1779551949.278119,static_single,73,TRACK_SUMMARY,1,1,1,1,1,1,,,,,,,,,,,,74,0,,,,,,,359.826563,-0.077412
